label,input
00111011110110111011110111111111110111111111111111111111111111111111011010111,鄭子元請爲左拒，以當蔡人、衞人；爲右拒，以當陳人，曰：“陳亂，民莫有鬬心。若先犯之，必奔。王卒顧之，必亂。蔡、衞不枝，固將先奔。旣而萃於王卒，可以集事。”
111,從之。
0110110011011011001101111101111,曼伯爲右拒，祭仲足爲左拒，原繁、高渠彌以中軍奉公，爲魚麗之陳。
1111110111,先偏後伍，伍承彌縫。
11011,戰于繻葛。
111111011111,命二拒曰：“旝動而鼓！”
111111111111011111111011,蔡、衞、陳皆奔，王卒亂，鄭師合以攻之，王卒大敗。
011101111111,祝聃射王中肩，王亦能軍。
011111,祝聃請從之。
111101111111111011110111011111111,公曰：“君子不欲多上人，況敢陵天子乎？苟自救也，社稷無隕，多矣。”
110110111111011,夜，鄭伯使祭仲劳王，且問左右。
0111111111,仍叔之子來聘，弱也。
11111,秋，大雩。
110111,書，不時也。
11101111011111111101111,凡祀，啟蟄而郊，龍見而雩，始殺而嘗，閉蟄而烝。
1111,過則書。
11001111,冬，淳于公如曹。
110111111,度其國危，遂不復。
1,
011111111,六年春，自曹來朝。
11110111111111,書曰：“寔來”，不復其國也。
00111110111111111111,楚武王侵隨，使薳章求成焉，軍於瑕以待之。
01101011,隨人使少師董成。
001110111111011011111111111011111011111111111111111111101111111111111011011111111011110111111,鬬伯比言于楚子曰：“吾不得志於漢東也，我則使然。我張吾三軍，而被吾甲兵，以武臨之，彼則懼而協以謀我，故難閒也。漢東之國，隨爲大。隨張，必棄小國。小國離，楚之利也。少師侈，請羸師以張之。”
000111101111111,熊率且比曰：“季梁在，何益？”
001111111110111111,鬬伯比曰：“以爲後圖，少師得其君。”
10111011,王毁軍而納少師。
011111011,少師歸，請追楚師。
011111,隨侯將許之。
01111111111111111111111111111111111111111111111111111110111110101111111111111010111110111111,季梁止之曰：“天方授楚，楚之羸，其誘我也。君何急焉？臣聞小之能敵大也，小道大淫。所謂道，忠於民而信於神也。上思利民，忠也；祝史正辭，信也。今民餒而君逞欲，祝史矯舉以祭，臣不知其可也。”
111111101101011111111,公曰：“吾牲牷肥腯，粢盛豐備，何則不信？”
11111111111111011011101111111111111010111101101111111010111111101111101111111111110101111101011111111101111110101111101110111011111011101111110111101111011111011111011111111111111110111011111101111111111011101111111111,對曰：“夫民，神之主也，是以聖王先成民而後致力于於神。故奉牲以告曰：‘博碩肥腯’，謂民力之普存也，謂其畜之碩大蕃滋也，謂其不疾瘯蠡也，謂其備腯咸有也；奉盛以告曰：‘絜粢豐盛’，謂其三時不害而民和年豐也；奉酒醴以告曰：‘嘉栗旨酒’，謂其上下皆有嘉德而無違心也。所謂馨香，無讒慝也。故務其三時，修其五教，親其九族，以致其禋祀，於是乎民和而神降之福，故動則有成。今民各有心，而鬼神乏主；君雖獨豐，其何福之有？君姑修政而親兄弟之國，庶免於難。”
011101111111,隨侯懼而修政，楚不敢伐。
11111111010111,夏，會于成，紀來諮謀齊難也。
011110111111,北戎伐齊，齊使乞師于鄭。
000111111,鄭大子忽帥師救齊。
0110101111010110110101111111,六月，大敗戎師，获其二帥大良、少良，甲首三百，以獻於齊。
1101101111011111111111111,於是諸侯之大夫戍齊，齊人饋之餼，使魯爲其班，後鄭。
0111011111101111,鄭忽以其有功也，怒，故有郎之師。
11111111011101100011,公之未昏於齊也，齊侯欲以文姜妻鄭大子忽。
00111,大子忽辭。
11111,人問其故。
011111111111111111111101011111011011111,大子曰：“人各有耦，齊大，非吾耦也。詩云：‘自求多福’，在我而已，大國何爲？”
01111101111,君子曰：“善自爲謀。”
11101110111111,及其敗戎師也，齊侯又請妻之。
111,固辭。
11111,人問其故。
0111101111111111101111111111111111111111111,大子曰：“無事於齊，吾猶不敢。今以君命奔齊之急，而受室以歸，是以師昏也。民其謂我何？”
111011,遂辭諸鄭伯。
1101110111,秋，大閱，簡車馬也。
010111011,九月丁卯，子同生。
1011111111101101111011111101101111,以大子生之禮舉之：接以大牢，卜士负之，士妻食之，公與文姜、宗婦命之。
1111011,公問名於申繻。
11111111111111111111111111111111111111111111111111111111111111101111011110111101101111111111111111101111101110110111011011101101111011011110110110111111111101101111,對曰：“名有五，有信，有義，有象，有假，有類。以名生爲信，以德命爲義，以類命爲象，取於物爲假，取於父爲類。不以國，不以官，不以山川，不以隱疾，不以畜牲，不以器幣。周人以諱事神，名，终將諱之。故以國則廢名，以官則廢職，以山川則廢主，以畜牲則廢祀，以器幣則廢禮。晉以僖侯廢司徒，宋以武公廢司空，先君獻、武廢二山，是以大物不可以命。”
11111111111011111111,公曰：“是其生也，與吾同物。命之曰同。”
110111110110111111011,冬，紀侯來朝，請王命以求成于齊。公告不能。
1,
011101101111,七年春，穀伯、鄧侯來朝。
111111,名，賤之也。
111110111111111,夏，盟、向求成于鄭，旣而背之。
1101101101111111111111111,秋，鄭人、齊人、衞人伐盟、向。王遷盟、向之民于郟。
11000111011111,冬，曲沃莊伯誘晉小子侯殺之。
1,
0111111,八年春，滅翼。
101111,隨少師有寵。
10011111111111111111,楚鬬伯比曰：“可矣。讎有釁，不可失也。”
11011011011,夏，楚子合諸侯于沈鹿。
111111,黃、隨不會。
101111,使薳章讓黃。
01111,楚子伐隨。
11111111,軍于漢、淮之間。
01111111111110111111111,季梁請下之：“弗許而后戰，所以怒我而怠寇也”。
011011111111111110111,少師謂隨侯曰：“必速戰。不然，將失楚師。”
01111,隨侯禦之。
101101111011111111111111111111111111111111111,望楚師。季梁曰：“楚人上左，君必左，無與王遇，且攻其右。右無良焉，必敗。偏敗，衆乃攜矣。”
01111111111111,少師曰：“不當王，非敵也，”
111,弗從。
11011,戰于速杞。
01011,隨師敗绩。
0111,隨侯逸。
01110111101011,鬬丹獲其戎車，與其戎右少師。
1111111011111,秋，隨及楚平，楚子將不許。
0011111111111111111,鬬伯比曰：“天去其疾矣，隨未可克也。”
11111,乃盟而還。
1111011001111111,冬，王命虢仲立晉哀侯之弟緡于晉。
01111101111111,祭公來，遂逆王后于紀，禮也。
1,
011100111011,九年春，紀季姜歸于京師。
101111110111,凡諸侯之女行，唯王后書。
011011111111011,巴子使韓服告于楚，請與鄧爲好。
01101101111111010111111110111011,楚子使道朔將巴客以聘於鄧，鄧南鄙鄾人攻而奪之幣，殺道朔及巴行人。
011011111,楚子使薳章让於鄧。
01111,鄧人弗受。
11110111101111,夏，楚使鬬廉帥師及巴師围鄾。
10110111111,鄧养甥、聃甥帥師救鄾。
11011111,三逐巴師，不克。
010111101011111111,鬬廉横陳其師於巴師之中，以戰，而北。
01111101110111,鄧人逐之，背巴師；而夾攻之。
01011,鄧師大敗。
01111,鄾人宵溃。
11011011011011011011,秋，虢仲、芮伯、梁伯、荀侯、賈伯伐曲沃。
11001111111011111,冬，曹大子來朝。賓之以上卿，禮也。
10011,享曹大子。
11111111,初獻，樂奏而嘆。
0111100111111111111,施父曰：“曹大子其有憂乎！非嘆所也。”
1,
011100111,十年春，曹桓公卒。
01110101111,虢仲譖其大夫詹父於王。
01111101111,詹父有辭，以王師伐虢。
11010111,夏，虢公出奔虞。
11011001111,秋，秦人納芮伯萬於芮。
110111101111,初，虞叔有玉，虞公求旃。
111,弗獻。
1111111101111101111111111111111101111,旣而悔之，曰：“周諺有之：‘匹夫無罪，懷璧其罪。’吾焉用此，其以賈害也？”
1111,乃獻之。
111011,又求其宝剑。
11111111111111111,叔曰：“是無厭也。無厭，將及我。”
11011,遂伐虞公。
10101011,故虞公出奔共池。
11111111111111111,冬，齊、衞、鄭來戰于郎，我有辭也。
11011110111100011111,初，北戎病齊，諸侯救之，鄭公子忽有功焉。
01101111111,齊人餼諸侯，使魯次之。
1101111,魯以周班後鄭。
011111111,鄭人怒，請師於齊。
01101111111011,齊人以衞師助之，故不稱侵伐。
1111110111,先書齊、衞，王爵也。
1,
00111111111111011,十一年春，齊、衞、鄭、宋盟于惡曹。
101111111,楚屈瑕將盟貳、軫。
01110111111111111011,鄖人軍於蒲騷，將以隨、絞、州、蓼伐楚師。
01111,莫敖患之。
011110111111111111011111111011110111101111111101111111101111011011111,鬬廉曰：“鄖人軍其郊，必不誡。且日虞四邑之至也。君次於郊郢，以禦四邑，我以鋭師宵加於鄖。鄖有虞心而恃其城，莫有鬬志。若敗鄖師，四邑必離。”
0111111011111,莫敖曰：“盍請濟師於王？”
1111111111111111111111111101111111111,對曰：“師克在和，不在衆。商、周之不敵，君之所聞也。成軍以出，又何濟焉？”
011111111,莫敖曰：“卜之？”
1111110111111111,對曰：“卜以决疑。不疑，何卜？”
1101101111111,遂敗鄖師於蒲騷，卒盟而還。
001110111011111,鄭昭公之敗北戎也，齊人將妻之。
0111,昭公辭。
0111111111101111011111110111111,祭仲曰：“必取之。君多内寵，子無大援，將不立。三公子皆君也。”
111,弗從。
1100111,夏，鄭莊公卒。
1101101111011011111,初，祭封人仲足有寵於莊公，莊公使爲卿。
1110111011,爲公娶鄧曼，生昭公。
101111,故祭仲立之。
10111001110111011,宋雍氏女於鄭莊公，曰雍姞，生厲公。
011111100111101111111111111111,雍氏宗，有寵於宋莊公，故誘祭仲而執之，曰：“不立突，將死。”
110111111,亦執厲公而求賂焉。
011011110111111,祭仲與宋人盟，以厲公歸而立之。
10101101111,秋九月丁亥，昭公奔衞。
0110111,己亥，厲公立。
1,
0011111011111111,十二年夏，盟于曲池，平杞、莒也。
1111111,公欲平宋、鄭。
1111011101111,秋，公及宋公盟于句瀆之丘。
11101111111111111111,宋成未可知也，故又會于虛；冬，又會于龜。
01111110111011111111111111111,宋公辭平，故與鄭伯盟于武父，遂帥師而伐宋，戰焉，宋無信也。
0111111011111111110111111011111111,君子曰：“苟信不繼，盟無益也。詩云‘君子屢盟，亂是用長’，無信也。”
111111011,楚伐絞，軍其南門。
0101111111111101110111111111,莫敖屈瑕曰：“絞小而輕，輕則寡謀。請無扞采樵者以誘之。”
111,從之。
0110111,絞人獲三十人。
0110101111011011,明日，絞人爭出，驅楚役徒於山中。
01110111110110111,楚人坐其北門，而覆諸山下。大敗之。
10111111,爲城下之盟而還。
111110101111,伐絞之役，楚師分涉於彭。
011111,羅人欲伐之。
101111,使伯嘉諜之。
11111,三巡數之。
1,
00111101111001111,十三年春，楚屈瑕伐羅，鬬伯比送之。
11111111011111111111111,還，謂其御曰：“莫敖必敗。舉趾高，心不固矣。”
1101111111111,遂見楚子，曰：“必濟師！”
01111,楚子辭焉。
1101011,入告夫人鄧曼。
01111011111111111011111011111101111101110111110111101111101111111111110111011110111110111011111110111111111101101111,鄧曼曰：“大夫其非衆之謂，其謂君撫小民以信，訓諸司以德，而威莫敖以刑也。莫敖狃於蒲騷之役，將自用也，必小羅。君若不鎮撫，其不設備乎！夫固謂君訓衆而好鎮撫之，召諸司而勸之以令德，見莫敖而告諸天之不假易也。不然，夫豈不知楚師之盡行也？”
01101111111,楚子使賴人追之，不及。
011111111011111,莫敖使徇于師曰：“諫者有刑！”
111111111111,及鄢，亂次以濟，遂無次。
11011,且不設備。
111110111110111,及羅，羅與盧戎兩軍之，大敗之。
0111011,莫敖縊于荒谷。
0111011011,羣帥囚于冶父以聽刑。
01111111111,楚子曰：“孤之罪也。”
1111,皆免之。
1101111,宋多責賂于鄭。
10111111111111111111,鄭不堪命，故以紀、魯及齊與宋、衞、燕戰。
11111111,不書所戰，後也。
0111011,鄭人來請脩好。
1,
001111111,十四年春，會于曹。
01111111,曹人致餼，禮也。
111011111111111,夏，鄭子人來尋盟，且脩曹之會。
1010110111,秋八月壬申，御廪災。
01111,乙亥，嘗。
111111,書，不害也。
1101101111111111,冬，宋人以諸侯伐鄭，報宋之戰也。
1011111011,焚渠門，入，及大逵。
10111011,伐東郊，取牛首。
101111101111,以大宫之椽歸爲盧門之椽。
1,
001110110111111111,十五年春，天王使家父來求車，非禮也。
011111110110111,諸侯不貢車、服，天子不私求財。
01110111111101111,祭仲專，鄭伯患之，使其壻雍糾殺之。
11011,將享諸郊。
011111111111111111,雍姬知之，謂其母曰：“父與夫孰親？”
111111111111011111111,其母曰：“人盡夫也，父一而已，胡可比也？”
110111101111111111111111111,遂告祭仲曰：“雍氏舍其室而將享子于郊，吾惑之，以告。”
0110111101111,祭仲殺雍糾，尸諸周氏之汪。
1111111111011111111,公載以出，曰：“謀及婦人，宜其死也。”
11010111,夏，厲公出奔蔡。
010110111,六月乙亥，昭公入。
011111,許叔入于許。
110111111111,公會齊侯于艾，謀定許也。
11011011101111111,秋，鄭伯因櫟人而殺檀伯，而遂居櫟。
1111111111110111,冬，會于袲，謀伐鄭，將納厲公也。
11111,弗克而還。
1,
0011011111111111,十六年春正月，會于曹，謀伐鄭也。
11111,夏，伐鄭。
10111111111111111,秋七月，公至自伐鄭，以飲至之禮也。
11111,冬，城向。
11111,書，時也。
11001110111011110011,初，衞宣公烝於夷姜，生急子，屬諸右公子。
1111111111111,爲之娶於齊，而美，公取之。
11111,生壽及朔。
1110011,屬壽於左公子。
0111,夷姜縊。
0110011011,宣姜與公子朔構急子。
11111,公使諸齊。
1111111111,使盗待諸莘，將殺之。
01111111,壽子告之，使行。
11111111111111111011111111,不可，曰：“棄父之命，惡用子矣？有無父之國則可也。”
1111111,及行，飲以酒。
011111111111,壽子載其旌以先，盗殺之。
0111111111111111111111,急子至，曰：“我之求也，此何罪？請殺我乎！”
1111,又殺之。
10111011,二公子故怨惠公。
0011000110001100011,十一月，左公子洩、右公子職立公子黔牟。
01111,惠公奔齊。
1,
00111111111111111111,十七年春，盟于黃，平齊、紀，且謀衞故也。
10011111011111,及邾儀父盟于趯，尋蔑之盟也。
1110111110111,夏，及齊師戰于奚，疆事也。
1101101101111,於是齊人侵魯疆，疆吏來告。
1111011111111111101111111111111111111,公曰：“疆埸之事，慎守其一，而備其不虞。姑盡所備焉。事至而戰，又何謁焉？”
00111,蔡桓侯卒。
01101111,蔡人召蔡季于陳。
1101111111011111,秋，蔡季自陳歸于蔡，蔡人嘉之也。
1110111,伐邾，宋志也。
1011111111,冬十月朔，日有食之。
111111111,不書日，官失之也。
011011011011,天子有日官，諸侯有日御。
01111111111,日官居卿以厎日，禮也。
0111111101111,日御不失日，以授百官于朝。
11011100111101111111111,初，鄭伯將以高渠彌爲卿，昭公惡之，固諫，不聽。
01111111110111011110011,昭公立，懼其殺己也，辛卯，弑昭公，而立公子亹。
011101111111,君子謂“昭公知所惡矣”。
00111101111111110111,公子達曰：“高伯其爲戮乎！復惡已甚矣。”
1,
00111111111101111,十八年春，公將有行，遂與姜氏如齊。
011111111111110111111111111111,申繻曰：“女有家，男有室，無相瀆也。謂之有禮。易此，必敗。”
11011111101111,公會齊侯于濼，遂及文姜如齊。
01111,齊侯通焉。
1111,公謫之。
111,以告。
101011111,夏四月丙子，享公。
1000111111111,使公子彭生乘公，公薨于車。
0111111101111111101111011111111111111101111011111,魯人告于齊曰：“寡君畏君之威，不敢寧居，來修舊好。禮成而不反，無所歸咎，惡於諸侯。請以彭生除之。”
011011,齊人殺彭生。
1101110110111100111,秋，齊侯師于首止，子亹會之，高渠彌相。
01011011011110011,七月戊戌，齊人殺子亹，而轘高渠彌。
01101111111,祭仲逆鄭子于陳而立之。
111101111101111,是行也，祭仲知之，故稱疾不往。
11110111111,人曰：“祭仲以知免。”
11111111,仲曰：“信也。”
011101110011,周公欲弑莊王而立王子克。
01111111101011,辛伯告王，遂與王殺周公黑肩。
001111,王子克奔燕。
11011110110111011,初，子儀有寵于桓王，桓王屬諸周公。
011111011011011011111111,辛伯諫曰：“並后、匹嫡、兩政、耦國，亂之本也。”
01111111,周公弗從，故及。
1,
010101,春秋左傳莊公
1,
011111011011111,元年春，不書卽位，文姜出故也。
011011111,三月，夫人孫于齊。
1101101111111,不稱姜氏，絶不爲親，禮也。
1110111111,秋，築王姬之館于外。
111111,爲外，禮也。
1,
01110101101111,二年冬，夫人姜氏會齊侯于禚。
11111,書，姦也。
1,
011111011111111,三年春，溺會齊師伐衞，疾之也。
00111011111,夏五月，葬桓王，緩也。
11011111111111111,秋，紀季以酅入于齊，紀於是乎始判。
11111111101111111,冬，公次于滑，將會鄭伯，謀紀故也。
011111,鄭伯辭以難。
111111111111111111,凡師，一宿爲舍，再宿爲信，過信爲次。
1,
0111011001011111111111,四年春王三月，楚武王荆尸，授師孑焉，以伐隨。
11111010111111111,將齊，入告夫人鄧曼曰：“余心蕩。”
011111111111111111110111111110111101111111111111111111111111,鄧曼歎曰：“王祿盡矣。盈而蕩，天之道也。先君其知之矣，故臨武事，將發大命，而蕩王心焉。若師徒無虧，王薨于行，國之福也。”
11111101011010110101111111110110111011,王遂行，卒於樠木之下。令尹鬬祁、莫敖屈重除道、梁溠，營軍臨隨，隨人懼，行成。
011011101111011011111,莫敖以王命入盟隨侯，且請爲會于漢汭，而還。
1111011,濟漢而後發喪。
010111111011,紀侯不能下齊，以與紀季。
11010111110111,夏，紀侯大去其國，違齊難也。
1,
011101111,五年秋，郳犁來朝。
1110111,名，未王命也。
1111110111,冬，伐衞，納惠公也。
1,
011101111,六年春，王人救衞。
11011110001111101111100011000111011,夏，衞侯入，放公子黔牟于周，放甯跪于秦，殺左公子洩、右公子職，乃卽位。
01110111011101111101111110111111111111111111111111111110101111,君子以二公子之立黔牟“爲不度矣。夫能固位者，必度於本末，而後立衷焉。不知其本，不謀；知本之不枝，弗强。詩云：‘本枝百世。’”
110111011011111,冬，齊人來歸衞寶，文姜請之也。
001111,楚文王伐申。
111,過鄧。
00111111111,鄧祁侯曰：“吾甥也。”
11111,止而享之。
0110110111011,騅甥、聃甥、養甥請殺楚子。
01111,鄧侯弗許。
1111110111101111111111111111111111111111,三甥曰：“亡鄧國者，必此人也。若不早圖，後君噬齊。其及圖之乎！圖之，此爲時矣。”
0111111111111,鄧侯曰：“人將不食吾餘。”
1111111111101110111111111,對曰：“若不從三臣，抑社稷實不血食，而君焉取餘？”
111,弗從。
11101111,還年，楚子伐鄧。
001111111111,十六年，楚復伐鄧，滅之。
1,
0111011011111111,七年春，文姜會齊侯于防，齊志也。
11011111111,夏，恒星不見，夜明也。
1111111111,星隕如雨，與雨偕也。
1111111110111,秋，無麥、苗，不害嘉穀也。
1,
011101111111,八年春，治兵于廟，禮也。
111101111,夏，師及齊師圍郕。
111011,郕降于齊師。
00111011,仲慶父請伐齊師。
11111111111101111111110111101111111111111011111111,公曰：“不可。我實不德，齊師何罪？罪我之由。夏書曰：‘臯陶邁種德，德，乃降。’姑務修德，以待時乎！”
11111,秋，師還。
011110011,君子是以善魯莊公。
011011001101101111111111111,齊侯使連稱、管至父戍葵丘，瓜時而往，曰：“及瓜而代。”
11111011,期戍，公問不至。
111111,請代，弗許。
11011,故謀作亂。
01101100111000111110110101111,僖公之母弟曰夷仲年，生公孫無知，有寵於僖公，衣服禮秩如適。
01111,襄公絀之。
11111011,二人因之以作亂。
0110110111111111,連稱有從妹在公宫，無寵，使間公。
1111111110111,曰：“捷，吾以汝爲夫人。”
000110111011111011,冬十二月，齊侯游于姑棼，遂田于貝丘。
1011,見大豕。
011110001111,從者曰：“公子彭生也。”
111111011111,公怒，曰：“彭生敢見！”
111,射之。
111111,豕人立而啼。
1111111,公懼，隊于車。
111111111110111,傷足，喪屨。反，誅屨於徒人費。
111111111,弗得，鞭之，見血。
11111111,走出，遇賊于門。
11111,劫而束之。
1111111111,費曰：“我奚御哉？”
111111,袒而示之背。
111,信之。
11111,費請先入。
111111111011,伏公而出，鬬，死於門中。
000111011,石之紛如死于階下。
111101111,遂入，殺孟陽于牀。
11111111111,曰：“非君也，不類。”
10011011111111011,見公之足于戶下，遂弑之，而立無知。
110111111,初，襄公立，無常。
00111111111111111,鮑叔牙曰：“君使民慢，亂將作矣。”
100010111,奉公子小白出奔莒。
1110011011001111,亂作，管夷吾、召忽奉公子糾來奔。
11000111011,初，公孫無知虐于雍廩。
1,
0111011011,九年春，雍廩殺無知。
11101111111111,公及齊大夫盟于蔇，齊無君也。
1111111011,夏，公伐齊，納子糾。
0111111,桓公自莒先入。
1111011101111011,秋，師及齊師戰于乾時，我師敗績。
1101111111,公喪戎路，傳乘而歸。
011011011101111111,秦子、梁子以公旗辟于下道，是以皆止。
01111111101111111111111111111101111,鮑叔帥師來言曰：“子糾，親也，請君討之。管、召，讎也，請受而甘心焉。”
11011011,乃殺子糾于生竇。
11111,召忽死之。
01111011111011111,管仲請囚，鮑叔受之，及堂阜而税之。
111111101111011111111,歸而以告曰：“管夷吾治於高傒，使相可也。”
1111,公從之。
1,
011101111,十年春，齊師伐我。
1111,公將戰。
01111,曹劌請見。
101111001111111111,其鄉人曰：“肉食者謀之，又何間焉？”
111100111110111,劌曰：“肉食者鄙，未能遠謀。”
111111111,乃入見，問何以戰。
11110111111111111111,公曰：“衣食所安，弗敢專也，必以分人。”
111101111111111,對曰：“小惠未徧，民弗從也。”
11110110111111111111,公曰：“犧牲、玉帛，弗敢加也。必以信。”
111101111111111,對曰：“小信未孚，神弗福也。”
1111111111011111111,公曰：“小大之獄，雖不能察，必以情。”
111111111011111111111,對曰：“忠之屬也，可以一戰。戰，則請從。”
11111,公與之乘。
11011,戰于長勺。
11111,公將鼓之。
11111111,劌曰：“未可。”
01111,齊人三鼓。
11111111,劌曰：“可矣！”
01011,齊師敗績。
11111,公將馳之。
11111111,劌曰：“未可。”
1111111111111111111,下，視其轍，登軾而望之，曰：“可矣！”
11011,遂逐齊師。
11111111,旣克，公問其故。
11111110111110111111111111111111110111111111111111111111111111,對曰：“夫戰，勇氣也。一鼓作氣，再而衰，三而竭。彼竭我盈，故克之。夫大國，難測也，懼有伏焉。吾視其轍亂，望其旗靡，故逐之。”
1011011011111,夏六月，齊師、宋師次于郎。
001111011111111111111111111,公子偃曰：“宋師不整，可敗也。宋敗，齊必還。請擊之。”
1111,公弗許。
10111110111111,自雩門竊出，蒙臯比而先犯之。
1111,公從之。
01011011,大敗宋師于乘丘。
01111,齊師乃還。
0011111011111,蔡哀侯娶于陳，息侯亦娶焉。
01111111,息嬀將歸，過蔡。
0111111111,蔡侯曰：“吾姨也。”
11111111,止而見之，弗賓。
0111111110011111111011111111,息侯聞之，怒，使謂楚文王曰：“伐我，吾求救於蔡而伐之。”
01111,楚子從之。
101111011111000111,秋九月，楚敗蔡師于莘，以蔡侯獻舞歸。
01111111111111,齊侯之出也，過譚，譚不禮焉。
111110111111011,及其入也，諸侯皆賀，譚又不至。
110111111111,冬，齊師滅譚，譚無禮也。
0111101111,譚子奔莒，同盟故也。
1,
0011111011111111,十一年夏，宋爲乘丘之役故，侵我。
1111,公禦之。
011111111111,宋師未陳而薄之，敗諸鄑。
1111111111111111011011,凡師，敵未陳曰敗某師，皆陳曰戰，大崩曰敗績。
1111111111111101110101111,得儁曰克，覆而敗之曰取某師，京師敗曰王師敗績于某。
111011,秋，宋大水。
1111111111011110111111111,公使弔焉，曰：“天作淫雨，害於粢盛，若之何不弔？”
11111101111111111111011111,對曰：“孤實不敬，天降之災，又以爲君憂，拜命之辱。”
0011111111111111111111111111111111110111111111111111111111,臧文仲曰：“宋其興乎！禹、湯罪己，其興也悖焉；桀、紂罪人，其亡也忽焉。且列國有凶，稱孤，禮也。言懼而名禮，其庶乎！”
0111100011111,旣而聞之曰公子御説之辭也。
001111111111011111,臧孫達曰：“是宜爲君，有恤民之心。”
110111011,冬，齊侯來逆共姬。
011111100110001101011111,乘丘之役，公以金僕姑射南宫長萬，公右歂孫生搏之。
01111011111111111111101111111111,宋人請之，宋公靳之，曰：“始吾敬子，今子，魯囚也，吾弗敬子矣。”
111,病之。
1,
00111011011011,十二年秋，宋萬弑閔公于蒙澤。
10111111111,遇仇牧于門，批而殺之。
10011011111111,遇太宰督于東宫之西，又殺之。
1011,立子游。
1011110001111,羣公子奔蕭，公子御説奔亳。
00110111111,南宫牛、猛獲帥師圍亳。
00110001111111111111101111,冬十月，蕭叔大心及戴、武、宣、穆、莊之族以曹師伐之。
10011111011111011,殺南宫牛于師，殺子游于宋，立桓公。
01111,猛獲奔衞。
001111101111111111,南宫萬奔陳，以乘車輦其母，一日而至。
01101111,宋人請猛獲于衞。
011111,衞人欲勿與。
001111111011111111111111111111111111101101111111,石祁子曰：“不可。天下之惡一也，惡於宋而保於我，保之何補？得一夫而失一國，與惡而棄好，非謀也。”
01111,衞人歸之。
11001111111,亦請南宫萬于陳，以賂。
0110111111101111,陳人使婦人飲之酒，而以犀革裹之。
011111111,比及宋，手足皆見。
011111,宋人皆醢之。
1,
001111101111011,十三年春，會于北杏，以平宋亂。
11011,遂人不至。
1101111111,夏，齊人滅遂而戍之。
111111111111,冬，盟于柯，始及齊平也。
01101111,宋人背北杏之會。
1,
0011101111,十四年春，諸侯伐宋。
111111,齊請師于周。
1101111,夏，單伯會之。
0111111,取成于宋而還。
0011111110111011,鄭厲公自櫟侵鄭，及大陵，獲傅瑕。
011111111111111,傅瑕曰：“苟舍我，吾請納君。”
1111111,與之盟而赦之。
01011011011111111011,六月甲子，傅瑕殺鄭子及其二子，而納厲公。
111111111101111111,初，内蛇與外蛇鬬於鄭南門中，内蛇死。
0110111,六年而厲公入。
11111101111111111,公聞之，問於申繻曰：“猶有妖乎？”
111111111101111111111111111110111111111111111,對曰：“人之所忌，其氣焰以取之。妖由人興也。人無釁焉，妖不自作。人棄常，則妖興，故有妖。”
011111011,厲公入，遂殺傅瑕。
1101111011111011111111111101111111001111111011111011101101111101011011111,使謂原繁曰：“傅瑕貳，周有常刑，旣伏其罪矣。納我而無二心者，吾皆許之上大夫之事，吾願與伯父圖之。且寡人出，伯父無里言。入，又不念寡人，寡人憾焉。”
11110101110101011011111111111111111011011111111111101111111010110111111111111111011111111111010101101111111111111111,對曰：“先君桓公命我先人典司宗祏。社稷有主，而外其心，其何貳如之？苟主社稷，國内之民，其誰不爲臣？臣無二心，天之制也。子儀在位，十四年矣；而謀召君者，庸非貳乎？莊公之子猶有八人，若皆以官爵行賂勸貳而可以濟事，君其若之何？臣聞命矣。”
11111,乃縊而死。
001111110111011,蔡哀侯爲莘故，繩息嬀以語楚子。
01111110111111,楚子如息，以食入享，遂滅息。
1011110110111,以息嬀歸，生堵敖及成王焉。
111,未言。
01111,楚子問之。
1111110111111111111111111,對曰：“吾一婦人，而事二夫，縱弗能死，其又奚言？”
011011111111,楚子以蔡侯滅息，遂伐蔡。
10111111,秋七月，楚入蔡。
0111101111111111111111010111110111111001111,君子曰：“商書所謂‘惡之易也，如火之燎于原，不可鄉邇，其猶可撲滅’者，其如蔡哀侯乎！”
11111111111,冬，會于鄄，宋服故也。
1,
00111111111111,十五年春，復會焉，齊始霸也。
110111111,秋，諸侯爲宋伐郳。
01111111,鄭人間之以侵宋。
1,
00111011111111,十六年夏，諸侯伐鄭，宋故也。
01111101111,鄭伯自櫟入，緩告于楚。
111111111111111,秋，楚伐鄭，及櫟，爲不禮故也。
01111011111011100111011,鄭伯治與於雍糾之亂者，九月，殺公子閼，刖强鉏。
00010111,公父定叔出奔衞。
01111111101101111111,三年而復之，曰：“不可使共叔無後於鄭。”
1101111110111101111,使以十月入，曰：“良月也，就盈數焉。”
01101011111,君子謂强鉏不能衞其足。
11011111111,冬，同盟于幽，鄭成也。
110110011111011,王使虢公命曲沃伯以一軍爲晉侯。
1100111110011,初，晉武公伐夷，執夷詭諸。
0111111,蔿國請而免之。
011111010111011111111111111,旣而弗報，故子國作亂，謂晉人曰：“與我伐夷而取其地。”
110111110011,遂以晉師伐夷，殺夷詭諸。
00010111,周公忌父出奔虢。
0111111,惠王立而復之。
1,
0011101101111111,十七年春，齊人執鄭詹，鄭不朝也。
111011011001100110111111101111,夏，遂因氏、頜氏、工婁氏、須遂氏饗齊戍，醉而殺之，齊人殲焉。
1,
0011101101111,十八年春，虢公、晉侯朝王。
10111111,王饗醴，命之宥。
11111111111111,皆賜玉五瑴，馬三匹，非禮也。
