input,label
鄭子元請爲左拒，以當蔡人、衞人；爲右拒，以當陳人，曰：“陳亂，民莫有鬬心。若先犯之，必奔。王卒顧之，必亂。蔡、衞不枝，固將先奔。旣而萃於王卒，可以集事。”,12300130001301300130001300000000001300000000000000000000000000000000130131300
從之。,000
曼伯爲右拒，祭仲足爲左拒，原繁、高渠彌以中軍奉公，爲魚麗之陳。,1301301230130130123013000013000
先偏後伍，伍承彌縫。,0000001300
戰于繻葛。,00130
命二拒曰：“旝動而鼓！”,000000130000
蔡、衞、陳皆奔，王卒亂，鄭師合以攻之，王卒大敗。,000000000000130000000130
祝聃射王中肩，王亦能軍。,130013000000
祝聃請從之。,130000
公曰：“君子不欲多上人，況敢陵天子乎？苟自救也，社稷無隕，多矣。”,000013000000000130001300130000000
夜，鄭伯使祭仲劳王，且問左右。,001301300000130
仍叔之子來聘，弱也。,1300000000
秋，大雩。,00000
書，不時也。,001300
凡祀，啟蟄而郊，龍見而雩，始殺而嘗，閉蟄而烝。,00013000130000000013000
過則書。,0000
冬，淳于公如曹。,00123000
度其國危，遂不復。,001300000
,
六年春，自曹來朝。,130000000
書曰：“寔來”，不復其國也。,00001300000000
楚武王侵隨，使薳章求成焉，軍於瑕以待之。,12300001300000000000
隨人使少師董成。,13013130
鬬伯比言于楚子曰：“吾不得志於漢東也，我則使然。我張吾三軍，而被吾甲兵，以武臨之，彼則懼而協以謀我，故難閒也。漢東之國，隨爲大。隨張，必棄小國。小國離，楚之利也。少師侈，請羸師以張之。”,123001300000130130000000000130000130000000000000000000013000000000000130130000000130001300000
熊率且比曰：“季梁在，何益？”,122300013000000
鬬伯比曰：“以爲後圖，少師得其君。”,123000000001300000
王毁軍而納少師。,01300130
少師歸，請追楚師。,130000130
隨侯將許之。,130000
季梁止之曰：“天方授楚，楚之羸，其誘我也。君何急焉？臣聞小之能敵大也，小道大淫。所謂道，忠於民而信於神也。上思利民，忠也；祝史正辭，信也。今民餒而君逞欲，祝史矯舉以祭，臣不知其可也。”,13000000000000000000000000000000000000000000000000000001300001313000000000000131300001300000
公曰：“吾牲牷肥腯，粢盛豐備，何則不信？”,000000013013130000000
對曰：“夫民，神之主也，是以聖王先成民而後致力于於神。故奉牲以告曰：‘博碩肥腯’，謂民力之普存也，謂其畜之碩大蕃滋也，謂其不疾瘯蠡也，謂其備腯咸有也；奉盛以告曰：‘絜粢豐盛’，謂其三時不害而民和年豐也；奉酒醴以告曰：‘嘉栗旨酒’，謂其上下皆有嘉德而無違心也。所謂馨香，無讒慝也。故務其三時，修其五教，親其九族，以致其禋祀，於是乎民和而神降之福，故動則有成。今民各有心，而鬼神乏主；君雖獨豐，其何福之有？君姑修政而親兄弟之國，庶免於難。”,00000000000000130130013000000000000131300013013000000131300000013000013000000000001313000013130000000013000001313000013001300130000130013000001300013000130000130000130000000000000001300130000013000000000130013000000000
隨侯懼而修政，楚不敢伐。,130013000000
夏，會于成，紀來諮謀齊難也。,00000000131300
北戎伐齊，齊使乞師于鄭。,130001300000
鄭大子忽帥師救齊。,122300000
六月，大敗戎師，获其二帥大良、少良，甲首三百，以獻於齊。,1301313000131301301313000000
於是諸侯之大夫戍齊，齊人饋之餼，使魯爲其班，後鄭。,0013013000130000000000000
鄭忽以其有功也，怒，故有郎之師。,1300130000013000
公之未昏於齊也，齊侯欲以文姜妻鄭大子忽。,00000000130013012230
大子忽辭。,12300
人問其故。,00000
大子曰：“人各有耦，齊大，非吾耦也。詩云：‘自求多福’，在我而已，大國何爲？”,130000000000000000000013130000130130000
君子曰：“善自爲謀。”,13000013000
及其敗戎師也，齊侯又請妻之。,00013001300000
固辭。,000
人問其故。,00000
大子曰：“無事於齊，吾猶不敢。今以君命奔齊之急，而受室以歸，是以師昏也。民其謂我何？”,1300013000000000013000000000000000000000000
遂辭諸鄭伯。,000130
秋，大閱，簡車馬也。,0013001300
九月丁卯，子同生。,131300130
以大子生之禮舉之：接以大牢，卜士负之，士妻食之，公與文姜、宗婦命之。,0130000000013013000130000013013000
公問名於申繻。,0000130
對曰：“名有五，有信，有義，有象，有假，有類。以名生爲信，以德命爲義，以類命爲象，取於物爲假，取於父爲類。不以國，不以官，不以山川，不以隱疾，不以畜牲，不以器幣。周人以諱事神，名，终將諱之。故以國則廢名，以官則廢職，以山川則廢主，以畜牲則廢祀，以器幣則廢禮。晉以僖侯廢司徒，宋以武公廢司空，先君獻、武廢二山，是以大物不可以命。”,00000000000000000000000000000000000000000000000000000000000000013000130001300013013000000000000000013000013001301300130130013013000130130001301301300000000013013000
公曰：“是其生也，與吾同物。命之曰同。”,00000000000130000000
冬，紀侯來朝，請王命以求成于齊。公告不能。,001300001301300000130
,
七年春，穀伯、鄧侯來朝。,130013013000
名，賤之也。,000000
夏，盟、向求成于鄭，旣而背之。,000001300000000
秋，鄭人、齊人、衞人伐盟、向。王遷盟、向之民于郟。,0013013013000000000000000
冬，曲沃莊伯誘晉小子侯殺之。,00122300130000
,
八年春，滅翼。,1300000
隨少師有寵。,013000
楚鬬伯比曰：“可矣。讎有釁，不可失也。”,01230000000000000000
夏，楚子合諸侯于沈鹿。,00130130130
黃、隨不會。,000000
使薳章讓黃。,013000
楚子伐隨。,13000
軍于漢、淮之間。,00000000
季梁請下之：“弗許而后戰，所以怒我而怠寇也”。,13000000000001300000000
少師謂隨侯曰：“必速戰。不然，將失楚師。”,130130000000000001300
隨侯禦之。,13000
望楚師。季梁曰：“楚人上左，君必左，無與王遇，且攻其右。右無良焉，必敗。偏敗，衆乃攜矣。”,013013000130000000000000000000000000000000000
少師曰：“不當王，非敵也，”,13000000000000
弗從。,000
戰于速杞。,00130
隨師敗绩。,13130
隨侯逸。,1300
鬬丹獲其戎車，與其戎右少師。,13001300013130
秋，隨及楚平，楚子將不許。,0000000130000
鬬伯比曰：“天去其疾矣，隨未可克也。”,1230000000000000000
乃盟而還。,00000
冬，王命虢仲立晉哀侯之弟緡于晉。,0000130123000000
祭公來，遂逆王后于紀，禮也。,13000013000000
,
九年春，紀季姜歸于京師。,130012300130
凡諸侯之女行，唯王后書。,013000001300
巴子使韓服告于楚，請與鄧爲好。,130130000000130
楚子使道朔將巴客以聘於鄧，鄧南鄙鄾人攻而奪之幣，殺道朔及巴行人。,13013013000000131300000001300130
楚子使薳章让於鄧。,130130000
鄧人弗受。,13000
夏，楚使鬬廉帥師及巴師围鄾。,00001300013000
鄧养甥、聃甥帥師救鄾。,01301300000
三逐巴師，不克。,00130000
鬬廉横陳其師於巴師之中，以戰，而北。,131300013130000000
鄧人逐之，背巴師；而夾攻之。,13000013001300
鄧師大敗。,13130
鄾人宵溃。,13000
秋，虢仲、芮伯、梁伯、荀侯、賈伯伐曲沃。,00130130130130130130
冬，曹大子來朝。賓之以上卿，禮也。,00123000000130000
享曹大子。,01230
初獻，樂奏而嘆。,00000000
施父曰：“曹大子其有憂乎！非嘆所也。”,1300012300000000000
,
十年春，曹桓公卒。,130012300
虢仲譖其大夫詹父於王。,13001313000
詹父有辭，以王師伐虢。,13000013000
夏，虢公出奔虞。,00131300
秋，秦人納芮伯萬於芮。,00130123000
初，虞叔有玉，虞公求旃。,001300013000
弗獻。,000
旣而悔之，曰：“周諺有之：‘匹夫無罪，懷璧其罪。’吾焉用此，其以賈害也？”,0000000013000013000000000000000013000
乃獻之。,0000
又求其宝剑。,000130
叔曰：“是無厭也。無厭，將及我。”,00000000000000000
遂伐虞公。,00130
故虞公出奔共池。,01313130
冬，齊、衞、鄭來戰于郎，我有辭也。,00000000000000000
初，北戎病齊，諸侯救之，鄭公子忽有功焉。,00130001300012230000
齊人餼諸侯，使魯次之。,13013000000
魯以周班後鄭。,0013000
鄭人怒，請師於齊。,130000000
齊人以衞師助之，故不稱侵伐。,13013000000130
先書齊、衞，王爵也。,0000001300
,
十一年春，齊、衞、鄭、宋盟于惡曹。,12300000000000130
楚屈瑕將盟貳、軫。,013000000
鄖人軍於蒲騷，將以隨、絞、州、蓼伐楚師。,13001300000000000130
莫敖患之。,13000
鬬廉曰：“鄖人軍其郊，必不誡。且日虞四邑之至也。君次於郊郢，以禦四邑，我以鋭師宵加於鄖。鄖有虞心而恃其城，莫有鬬志。若敗鄖師，四邑必離。”,130001300000000000130000000130001300013000000013000000013000130130000
莫敖曰：“盍請濟師於王？”,1300000130000
對曰：“師克在和，不在衆。商、周之不敵，君之所聞也。成軍以出，又何濟焉？”,0000000000000000000000000013000000000
莫敖曰：“卜之？”,130000000
對曰：“卜以决疑。不疑，何卜？”,0000001300000000
遂敗鄖師於蒲騷，卒盟而還。,0013013000000
鄭昭公之敗北戎也，齊人將妻之。,123001300130000
昭公辭。,1300
祭仲曰：“必取之。君多内寵，子無大援，將不立。三公子皆君也。”,1300000000013000130000001300000
弗從。,000
夏，鄭莊公卒。,0012300
初，祭封人仲足有寵於莊公，莊公使爲卿。,0013013000130130000
爲公娶鄧曼，生昭公。,0001300130
故祭仲立之。,013000
宋雍氏女於鄭莊公，曰雍姞，生厲公。,01300123001300130
雍氏宗，有寵於宋莊公，故誘祭仲而執之，曰：“不立突，將死。”,130000012300013000000000000000
亦執厲公而求賂焉。,001300000
祭仲與宋人盟，以厲公歸而立之。,130130001300000
秋九月丁亥，昭公奔衞。,01313013000
己亥，厲公立。,1301300
,
十二年夏，盟于曲池，平杞、莒也。,1230000130000000
公欲平宋、鄭。,0000000
秋，公及宋公盟于句瀆之丘。,0000130013000
宋成未可知也，故又會于虛；冬，又會于龜。,00013000000000000000
宋公辭平，故與鄭伯盟于武父，遂帥師而伐宋，戰焉，宋無信也。,13000001300130000000000000000
君子曰：“苟信不繼，盟無益也。詩云‘君子屢盟，亂是用長’，無信也。”,1300000130000000001300000130000000
楚伐絞，軍其南門。,000000130
莫敖屈瑕曰：“絞小而輕，輕則寡謀。請無扞采樵者以誘之。”,1313000000000013001300000000
從之。,000
絞人獲三十人。,1301300
明日，絞人爭出，驅楚役徒於山中。,1301313000130130
楚人坐其北門，而覆諸山下。大敗之。,13001300001301300
爲城下之盟而還。,01300000
伐絞之役，楚師分涉於彭。,000001313000
羅人欲伐之。,130000
使伯嘉諜之。,013000
三巡數之。,00000
,
十三年春，楚屈瑕伐羅，鬬伯比送之。,12300013000123000
還，謂其御曰：“莫敖必敗。舉趾高，心不固矣。”,00000000130000000000000
遂見楚子，曰：“必濟師！”,0013000000000
楚子辭焉。,13000
入告夫人鄧曼。,0013130
鄧曼曰：“大夫其非衆之謂，其謂君撫小民以信，訓諸司以德，而威莫敖以刑也。莫敖狃於蒲騷之役，將自用也，必小羅。君若不鎮撫，其不設備乎！夫固謂君訓衆而好鎮撫之，召諸司而勸之以令德，見莫敖而告諸天之不假易也。不然，夫豈不知楚師之盡行也？”,13000130000000000130000130000013000013001300001300013000013000000000001300130001300001300130000001300000000013013000
楚子使賴人追之，不及。,13013000000
莫敖使徇于師曰：“諫者有刑！”,130000000130000
及鄢，亂次以濟，遂無次。,000000000000
且不設備。,00130
及羅，羅與盧戎兩軍之，大敗之。,000001300001300
莫敖縊于荒谷。,1300130
羣帥囚于冶父以聽刑。,1300130130
楚子曰：“孤之罪也。”,13000000000
皆免之。,0000
宋多責賂于鄭。,0013000
鄭不堪命，故以紀、魯及齊與宋、衞、燕戰。,01300000000000000000
不書所戰，後也。,00000000
鄭人來請脩好。,1300130
,
十四年春，會于曹。,123000000
曹人致餼，禮也。,13000000
夏，鄭子人來尋盟，且脩曹之會。,000130000000000
秋八月壬申，御廪災。,0131301300
乙亥，嘗。,13000
書，不害也。,000000
冬，宋人以諸侯伐鄭，報宋之戰也。,0013013000000000
焚渠門，入，及大逵。,0130000130
伐東郊，取牛首。,01300130
以大宫之椽歸爲盧門之椽。,013000013000
,
十五年春，天王使家父來求車，非禮也。,123001301300000000
諸侯不貢車、服，天子不私求財。,130000001301300
祭仲專，鄭伯患之，使其壻雍糾殺之。,13001300000013000
將享諸郊。,00130
雍姬知之，謂其母曰：“父與夫孰親？”,130000000000000000
其母曰：“人盡夫也，父一而已，胡可比也？”,000000000000130000000
遂告祭仲曰：“雍氏舍其室而將享子于郊，吾惑之，以告。”,001300013000000000000000000
祭仲殺雍糾，尸諸周氏之汪。,1301300013000
公載以出，曰：“謀及婦人，宜其死也。”,0000000000130000000
夏，厲公出奔蔡。,00131300
六月乙亥，昭公入。,131301300
許叔入于許。,130000
公會齊侯于艾，謀定許也。,001300000000
秋，鄭伯因櫟人而殺檀伯，而遂居櫟。,00130130013000000
冬，會于袲，謀伐鄭，將納厲公也。,0000000000001300
弗克而還。,00000
,
十六年春正月，會于曹，謀伐鄭也。,1230130000000000
夏，伐鄭。,00000
秋七月，公至自伐鄭，以飲至之禮也。,01300000000000000
冬，城向。,00000
書，時也。,00000
初，衞宣公烝於夷姜，生急子，屬諸右公子。,00123001300130001230
爲之娶於齊，而美，公取之。,0000000000000
生壽及朔。,00000
屬壽於左公子。,0001230
夷姜縊。,1300
宣姜與公子朔構急子。,1301230130
公使諸齊。,00000
使盗待諸莘，將殺之。,0000000000
壽子告之，使行。,13000000
不可，曰：“棄父之命，惡用子矣？有無父之國則可也。”,00000000000000000130000000
及行，飲以酒。,0000000
壽子載其旌以先，盗殺之。,130000000000
急子至，曰：“我之求也，此何罪？請殺我乎！”,1300000000000000000000
又殺之。,0000
二公子故怨惠公。,01300130
十一月，左公子洩、右公子職立公子黔牟。,1230122301223012230
惠公奔齊。,13000
,
十七年春，盟于黃，平齊、紀，且謀衞故也。,12300000000000000000
及邾儀父盟于趯，尋蔑之盟也。,01230000130000
夏，及齊師戰于奚，疆事也。,0001300001300
於是齊人侵魯疆，疆吏來告。,0013013013000
公曰：“疆埸之事，慎守其一，而備其不虞。姑盡所備焉。事至而戰，又何謁焉？”,0000130000000000013000000000000000000
蔡桓侯卒。,12300
蔡人召蔡季于陳。,13013000
秋，蔡季自陳歸于蔡，蔡人嘉之也。,0013000000130000
伐邾，宋志也。,0001300
冬十月朔，日有食之。,0130000000
不書日，官失之也。,000000000
天子有日官，諸侯有日御。,130130130130
日官居卿以厎日，禮也。,13000000000
日御不失日，以授百官于朝。,1300000013000
初，鄭伯將以高渠彌爲卿，昭公惡之，固諫，不聽。,00130012300013000000000
昭公立，懼其殺己也，辛卯，弑昭公，而立公子亹。,13000000001300130001230
君子謂“昭公知所惡矣”。,130013000000
公子達曰：“高伯其爲戮乎！復惡已甚矣。”,12300013000000001300
,
十八年春，公將有行，遂與姜氏如齊。,12300000000013000
申繻曰：“女有家，男有室，無相瀆也。謂之有禮。易此，必敗。”,130000000000001300000000000000
公會齊侯于濼，遂及文姜如齊。,00130000013000
齊侯通焉。,13000
公謫之。,0000
以告。,000
夏四月丙子，享公。,013130000
使公子彭生乘公，公薨于車。,0122300000000
魯人告于齊曰：“寡君畏君之威，不敢寧居，來修舊好。禮成而不反，無所歸咎，惡於諸侯。請以彭生除之。”,1300000013000000013000130000000000000013000130000
齊人殺彭生。,130130
秋，齊侯師于首止，子亹會之，高渠彌相。,0013001301300012300
七月戊戌，齊人殺子亹，而轘高渠彌。,13130130130001230
祭仲逆鄭子于陳而立之。,13013000000
是行也，祭仲知之，故稱疾不往。,000013000013000
人曰：“祭仲以知免。”,00001300000
仲曰：“信也。”,00000000
周公欲弑莊王而立王子克。,130013001230
辛伯告王，遂與王殺周公黑肩。,13000000013130
王子克奔燕。,123000
初，子儀有寵于桓王，桓王屬諸周公。,00130001301300130
辛伯諫曰：“並后、匹嫡、兩政、耦國，亂之本也。”,130000130130130130000000
周公弗從，故及。,13000000
,
春秋左傳莊公,131313
,
元年春，不書卽位，文姜出故也。,130000130130000
三月，夫人孫于齊。,130130000
不稱姜氏，絶不爲親，禮也。,0013013000000
秋，築王姬之館于外。,0001300000
爲外，禮也。,000000
,
二年冬，夫人姜氏會齊侯于禚。,13001313013000
書，姦也。,00000
,
三年春，溺會齊師伐衞，疾之也。,130000130000000
夏五月，葬桓王，緩也。,12300130000
秋，紀季以酅入于齊，紀於是乎始判。,00130000000000000
冬，公次于滑，將會鄭伯，謀紀故也。,00000000013000000
鄭伯辭以難。,130000
凡師，一宿爲舍，再宿爲信，過信爲次。,000000000000000000
,
四年春王三月，楚武王荆尸，授師孑焉，以伐隨。,1300130123130000000000
將齊，入告夫人鄧曼曰：“余心蕩。”,00000131300000000
鄧曼歎曰：“王祿盡矣。盈而蕩，天之道也。先君其知之矣，故臨武事，將發大命，而蕩王心焉。若師徒無虧，王薨于行，國之福也。”,130000000000000000001300000001300013000000000000000000000000
王遂行，卒於樠木之下。令尹鬬祁、莫敖屈重除道、梁溠，營軍臨隨，隨人懼，行成。,00000013130131301313000000001301300130
莫敖以王命入盟隨侯，且請爲會于漢汭，而還。,130130013000130130000
濟漢而後發喪。,0000130
紀侯不能下齊，以與紀季。,131300000130
夏，紀侯大去其國，違齊難也。,00131300001300
,
五年秋，郳犁來朝。,130013000
名，未王命也。,0001300
冬，伐衞，納惠公也。,0000001300
,
六年春，王人救衞。,130013000
夏，衞侯入，放公子黔牟于周，放甯跪于秦，殺左公子洩、右公子職，乃卽位。,00130001223000013000012230122300130
君子以二公子之立黔牟“爲不度矣。夫能固位者，必度於本末，而後立衷焉。不知其本，不謀；知本之不枝，弗强。詩云：‘本枝百世。’”,13001300130013000013000001300000000000000000000000000001313000
冬，齊人來歸衞寶，文姜請之也。,001300130130000
楚文王伐申。,123000
過鄧。,000
鄧祁侯曰：“吾甥也。”,12300000000
止而享之。,00000
騅甥、聃甥、養甥請殺楚子。,1301301300130
鄧侯弗許。,13000
三甥曰：“亡鄧國者，必此人也。若不早圖，後君噬齊。其及圖之乎！圖之，此爲時矣。”,0000001300013000000000000000000000000000
鄧侯曰：“人將不食吾餘。”,1300000000000
對曰：“若不從三臣，抑社稷實不血食，而君焉取餘？”,0000000000013001300000000
弗從。,000
還年，楚子伐鄧。,00013000
十六年，楚復伐鄧，滅之。,123000000000
,
七年春，文姜會齊侯于防，齊志也。,1300130130000000
夏，恒星不見，夜明也。,00130000000
星隕如雨，與雨偕也。,0000000000
秋，無麥、苗，不害嘉穀也。,0000000001300
,
八年春，治兵于廟，禮也。,130013000000
夏，師及齊師圍郕。,000013000
郕降于齊師。,000130
仲慶父請伐齊師。,12300130
公曰：“不可。我實不德，齊師何罪？罪我之由。夏書曰：‘臯陶邁種德，德，乃降。’姑務修德，以待時乎！”,00000000000013000000001300013000000000000130000000
秋，師還。,00000
君子是以善魯莊公。,130001230
齊侯使連稱、管至父戍葵丘，瓜時而往，曰：“及瓜而代。”,130130123013013000000000000
期戍，公問不至。,00000130
請代，弗許。,000000
故謀作亂。,00130
僖公之母弟曰夷仲年，生公孫無知，有寵於僖公，衣服禮秩如適。,13013012300122300001301313000
襄公絀之。,13000
二人因之以作亂。,00000130
連稱有從妹在公宫，無寵，使間公。,1301301300000000
曰：“捷，吾以汝爲夫人。”,0000000001300
冬十二月，齊侯游于姑棼，遂田于貝丘。,122301300130000130
見大豕。,0130
從者曰：“公子彭生也。”,130001223000
公怒，曰：“彭生敢見！”,000000130000
射之。,000
豕人立而啼。,000000
公懼，隊于車。,0000000
傷足，喪屨。反，誅屨於徒人費。,000000000001300
弗得，鞭之，見血。,000000000
走出，遇賊于門。,00000000
劫而束之。,00000
費曰：“我奚御哉？”,0000000000
袒而示之背。,000000
信之。,000
費請先入。,00000
伏公而出，鬬，死於門中。,000000000130
石之紛如死于階下。,122300130
遂入，殺孟陽于牀。,000013000
曰：“非君也，不類。”,00000000000
見公之足于戶下，遂弑之，而立無知。,01230130000000130
初，襄公立，無常。,001300000
鮑叔牙曰：“君使民慢，亂將作矣。”,12300000000000000
奉公子小白出奔莒。,012231300
亂作，管夷吾、召忽奉公子糾來奔。,0001230130123000
初，公孫無知虐于雍廩。,00122300130
,
九年春，雍廩殺無知。,1300130130
公及齊大夫盟于蔇，齊無君也。,00013000000000
夏，公伐齊，納子糾。,0000000130
桓公自莒先入。,1300000
秋，師及齊師戰于乾時，我師敗績。,0000130013000130
公喪戎路，傳乘而歸。,0013000000
秦子、梁子以公旗辟于下道，是以皆止。,130130130013000000
鮑叔帥師來言曰：“子糾，親也，請君討之。管、召，讎也，請受而甘心焉。”,13000000013000000000000000000013000
乃殺子糾于生竇。,00130130
召忽死之。,00000
管仲請囚，鮑叔受之，及堂阜而税之。,13000130000130000
歸而以告曰：“管夷吾治於高傒，使相可也。”,000000013000130000000
公從之。,0000
,
十年春，齊師伐我。,130013000
公將戰。,0000
曹劌請見。,13000
其鄉人曰：“肉食者謀之，又何間焉？”,013000123000000000
劌曰：“肉食者鄙，未能遠謀。”,000012300001300
乃入見，問何以戰。,000000000
公曰：“衣食所安，弗敢專也，必以分人。”,00001300000000000000
對曰：“小惠未徧，民弗從也。”,000013000000000
公曰：“犧牲、玉帛，弗敢加也。必以信。”,00001301300000000000
對曰：“小信未孚，神弗福也。”,000013000000000
公曰：“小大之獄，雖不能察，必以情。”,0000000000130000000
對曰：“忠之屬也，可以一戰。戰，則請從。”,000000000130000000000
公與之乘。,00000
戰于長勺。,00130
公將鼓之。,00000
劌曰：“未可。”,00000000
齊人三鼓。,13000
劌曰：“可矣！”,00000000
齊師敗績。,13130
公將馳之。,00000
劌曰：“未可。”,00000000
下，視其轍，登軾而望之，曰：“可矣！”,0000000000000000000
遂逐齊師。,00130
旣克，公問其故。,00000000
對曰：“夫戰，勇氣也。一鼓作氣，再而衰，三而竭。彼竭我盈，故克之。夫大國，難測也，懼有伏焉。吾視其轍亂，望其旗靡，故逐之。”,00000001300001300000000000000000001300000000000000000000000000
夏六月，齊師、宋師次于郎。,0130130130000
公子偃曰：“宋師不整，可敗也。宋敗，齊必還。請擊之。”,123000130000000000000000000
公弗許。,0000
自雩門竊出，蒙臯比而先犯之。,01300001300000
公從之。,0000
大敗宋師于乘丘。,13130130
齊師乃還。,13000
蔡哀侯娶于陳，息侯亦娶焉。,1230000130000
息嬀將歸，過蔡。,13000000
蔡侯曰：“吾姨也。”,1300000000
止而見之，弗賓。,00000000
息侯聞之，怒，使謂楚文王曰：“伐我，吾求救於蔡而伐之。”,1300000001230000000130000000
楚子從之。,13000
秋九月，楚敗蔡師于莘，以蔡侯獻舞歸。,013000130000122300
齊侯之出也，過譚，譚不禮焉。,13000000000000
及其入也，諸侯皆賀，譚又不至。,000001300000130
冬，齊師滅譚，譚無禮也。,001300000000
譚子奔莒，同盟故也。,1300013000
,
十一年夏，宋爲乘丘之役故，侵我。,1230000130000000
公禦之。,0000
宋師未陳而薄之，敗諸鄑。,130000000000
凡師，敵未陳曰敗某師，皆陳曰戰，大崩曰敗績。,0000000000000000130130
得儁曰克，覆而敗之曰取某師，京師敗曰王師敗績于某。,0000000000000013001313000
秋，宋大水。,000130
公使弔焉，曰：“天作淫雨，害於粢盛，若之何不弔？”,0000000000130001300000000
對曰：“孤實不敬，天降之災，又以爲君憂，拜命之辱。”,00000013000000000000130000
臧文仲曰：“宋其興乎！禹、湯罪己，其興也悖焉；桀、紂罪人，其亡也忽焉。且列國有凶，稱孤，禮也。言懼而名禮，其庶乎！”,1230000000000000000000000000000000001300000000000000000000
旣而聞之曰公子御説之辭也。,1300012230000
臧孫達曰：“是宜爲君，有恤民之心。”,123000000000130000
冬，齊侯來逆共姬。,001300130
乘丘之役，公以金僕姑射南宫長萬，公右歂孫生搏之。,130000012301223013130000
宋人請之，宋公靳之，曰：“始吾敬子，今子，魯囚也，吾弗敬子矣。”,13000130000000000000013000000000
病之。,000
,
十二年秋，宋萬弑閔公于蒙澤。,12300130130130
遇仇牧于門，批而殺之。,01300000000
遇太宰督于東宫之西，又殺之。,01230130000000
立子游。,0130
羣公子奔蕭，公子御説奔亳。,0130001223000
南宫牛、猛獲帥師圍亳。,12301300000
冬十月，蕭叔大心及戴、武、宣、穆、莊之族以曹師伐之。,12301223000000000000013000
殺南宫牛于師，殺子游于宋，立桓公。,01230000130000130
猛獲奔衞。,13000
南宫萬奔陳，以乘車輦其母，一日而至。,123000013000000000
宋人請猛獲于衞。,13013000
衞人欲勿與。,130000
石祁子曰：“不可。天下之惡一也，惡於宋而保於我，保之何補？得一夫而失一國，與惡而棄好，非謀也。”,123000000130000000000000000000000000013013000000
衞人歸之。,13000
亦請南宫萬于陳，以賂。,00123000000
陳人使婦人飲之酒，而以犀革裹之。,1301300000013000
比及宋，手足皆見。,130000000
宋人皆醢之。,130000
,
十三年春，會于北杏，以平宋亂。,123000013000130
遂人不至。,00130
夏，齊人滅遂而戍之。,0013000000
冬，盟于柯，始及齊平也。,000000000000
宋人背北杏之會。,13013000
,
十四年春，諸侯伐宋。,1230013000
齊請師于周。,000000
夏，單伯會之。,0013000
取成于宋而還。,1300000
鄭厲公自櫟侵鄭，及大陵，獲傅瑕。,1230000001300130
傅瑕曰：“苟舍我，吾請納君。”,130000000000000
與之盟而赦之。,0000000
六月甲子，傅瑕殺鄭子及其二子，而納厲公。,13130130130000000130
初，内蛇與外蛇鬬於鄭南門中，内蛇死。,000000000013000000
六年而厲公入。,1301300
公聞之，問於申繻曰：“猶有妖乎？”,00000013000000000
對曰：“人之所忌，其氣焰以取之。妖由人興也。人無釁焉，妖不自作。人棄常，則妖興，故有妖。”,000000000013000000000000000001300000000000000
厲公入，遂殺傅瑕。,130000130
使謂原繁曰：“傅瑕貳，周有常刑，旣伏其罪矣。納我而無二心者，吾皆許之上大夫之事，吾願與伯父圖之。且寡人出，伯父無里言。入，又不念寡人，寡人憾焉。”,0013000130000130000000000013000000123000000130000130013013000013130130000
對曰：“先君桓公命我先人典司宗祏。社稷有主，而外其心，其何貳如之？苟主社稷，國内之民，其誰不爲臣？臣無二心，天之制也。子儀在位，十四年矣；而謀召君者，庸非貳乎？莊公之子猶有八人，若皆以官爵行賂勸貳而可以濟事，君其若之何？臣聞命矣。”,00001313001313130130000000000000000130130000000000013000000131301300000000000000130000000000131313013000000000000000
乃縊而死。,00000
蔡哀侯爲莘故，繩息嬀以語楚子。,123000001300130
楚子如息，以食入享，遂滅息。,13000001300000
以息嬀歸，生堵敖及成王焉。,0130001301300
未言。,000
楚子問之。,13000
對曰：“吾一婦人，而事二夫，縱弗能死，其又奚言？”,0000001300000000000000000
楚子以蔡侯滅息，遂伐蔡。,130130000000
秋七月，楚入蔡。,01300000
君子曰：“商書所謂‘惡之易也，如火之燎于原，不可鄉邇，其猶可撲滅’者，其如蔡哀侯乎！”,1300013000000000000000131300001300000123000
冬，會于鄄，宋服故也。,00000000000
,
十五年春，復會焉，齊始霸也。,12300000000000
秋，諸侯爲宋伐郳。,001300000
鄭人間之以侵宋。,13000000
,
十六年夏，諸侯伐鄭，宋故也。,12300130000000
鄭伯自櫟入，緩告于楚。,13000013000
秋，楚伐鄭，及櫟，爲不禮故也。,000000000000000
鄭伯治與於雍糾之亂者，九月，殺公子閼，刖强鉏。,13000130000130012300130
公父定叔出奔衞。,12231300
三年而復之，曰：“不可使共叔無後於鄭。”,13000000013013000000
使以十月入，曰：“良月也，就盈數焉。”,0013000001300013000
君子謂强鉏不能衞其足。,13013130000
冬，同盟于幽，鄭成也。,00130000000
王使虢公命曲沃伯以一軍爲晉侯。,001301230000130
初，晉武公伐夷，執夷詭諸。,0012300001230
蔿國請而免之。,1300000
旣而弗報，故子國作亂，謂晉人曰：“與我伐夷而取其地。”,130000131300130000000000000
遂以晉師伐夷，殺夷詭諸。,001300001230
周公忌父出奔虢。,12231300
惠王立而復之。,1300000
,
十七年春，齊人執鄭詹，鄭不朝也。,1230013013000000
夏，遂因氏、頜氏、工婁氏、須遂氏饗齊戍，醉而殺之，齊人殲焉。,000130130123012301300000013000
,
十八年春，虢公、晉侯朝王。,1230013013000
王饗醴，命之宥。,01300000
皆賜玉五瑴，馬三匹，非禮也。,00000000000000
